,Approval_Date,Loan,Valuation,Country,Origin,Joint,App1_Age,App2_Age,App1_G,App2_G,App1_Income,App2_Income,Property_Type,Area,Property_Age,Advance_Date
6842,21/08/2024,31000,69900,0,1,0,36,,0,,20000,,2,,77,
6843,04/07/2023,447000,626200,0,1,0,50,,1,,86481,,3,0,16,
6844,29/09/2022,342000,475500,0,1,1,18,46,0,1,16780,38836,2,1,72,
6845,14/04/2022,198000,304400,0,2,0,56,,1,,26365,,2,0,192,
6846,06/09/2021,165000,408300,0,1,0,51,,1,,40006,,3,1,71,
6847,10/04/2024,109000,145300,0,1,1,20,75,0,0,12742,7258,2,0,10,
6848,27/12/2022,106000,149400,0,1,1,51,26,0,1,9545,10455,3,0,15,22/01/2023
6849,14/12/2022,172000,207500,0,0,0,53,,1,,24654,,,0,19,23/01/2023
6850,01/09/2024,117000,256400,3,2,0,55,,1,,20000,,3,2,34,
6851,06/08/2024,210000,346000,,1,1,47,18,1,0,19859,6300,2,0,82,
6852,16/02/2022,184000,304000,0,0,0,29,,0,,30625,,3,1,70,
6853,03/09/2022,79000,124800,0,2,1,43,41,0,1,15021,4979,2,0,80,
6854,25/09/2022,145000,209700,0,1,0,27,,1,,20000,,1,0,84,
6855,19/10/2022,167000,291000,0,2,0,42,,0,,34987,,2,0,,16/10/2022
6856,19/02/2022,259000,362200,0,1,1,68,63,1,0,10265,15314,2,0,13,
6857,07/08/2024,360000,411700,0,1,1,41,46,0,1,22321,18131,2,0,77,
6858,05/04/2023,216000,330900,,,0,51,,1,,33692,,3,0,12,16/04/2023
6859,13/09/2022,52000,73300,0,2,1,59,18,1,0,10567,9433,2,2,213,
6860,17/07/2024,102000,212700,0,1,0,44,,1,,20051,,2,0,56,
6861,05/12/2021,130000,205300,0,1,1,32,34,1,0,13402,13720,1,0,17,
6862,10/06/2022,197000,477000,0,2,0,26,,1,,48259,,2,1,254,
6863,19/09/2022,134000,314200,0,1,0,18,,0,,28429,,3,0,13,13/09/2022
6864,15/07/2024,92000,134500,0,1,0,52,,0,,20000,,2,0,48,
6865,04/11/2022,74000,110600,0,1,0,56,,0,,20000,,2,0,50,
6866,05/02/2023,232000,433500,0,0,0,55,,0,,31917,,2,,90,
6867,02/06/2023,122000,228800,2,1,0,62,,1,,23928,,3,2,17,
6868,06/09/2022,239000,361700,0,1,1,34,40,0,1,16880,12931,2,0,81,
6869,22/03/2022,77000,126400,1,1,0,68,,1,,20000,,2,1,82,
6870,16/08/2024,303000,367600,0,1,0,56,,1,,27942,,2,0,59,
6871,28/04/2024,65000,90100,0,1,0,45,,1,,20000,,3,0,79,
6872,31/08/2024,138000,366100,0,1,0,42,,1,,30900,,,0,53,
6873,10/04/2024,272000,431200,0,,0,45,,0,,51529,,,0,202,
6874,18/06/2024,89000,158800,0,1,0,43,,0,,20000,,2,0,74,
6875,12/09/2022,214000,275700,0,1,1,30,37,0,1,9232,13836,,0,8,30/09/2022
6876,10/01/2024,154000,274000,0,1,1,35,44,1,0,15314,4686,3,0,51,
6877,24/10/2023,287000,558400,,2,1,40,37,1,0,26072,19269,2,2,82,
6878,07/09/2021,774000,949400,0,1,0,18,,0,,86350,,2,0,87,
6879,26/08/2023,90000,154900,0,1,1,47,38,0,1,8197,11803,2,1,,
6880,24/08/2024,44000,88100,0,1,1,18,43,0,1,3954,16046,2,2,14,
6881,24/02/2022,137000,205900,0,2,1,44,39,0,1,17569,6591,1,0,66,
6882,31/08/2022,369000,781500,0,1,0,54,,0,,67710,,3,0,55,
6883,02/02/2022,190000,237100,0,,1,37,32,0,1,17347,3500,2,0,47,
6884,27/04/2022,83000,133400,0,0,0,44,,1,,20000,,2,0,35,12/05/2022
6885,30/04/2022,207000,579200,0,2,1,24,31,0,1,31421,22695,3,0,52,
6886,06/06/2024,169000,437800,0,1,1,23,36,1,0,19865,37246,3,0,81,
6887,03/08/2022,253000,379700,0,2,1,43,47,0,1,22832,6567,,0,173,
6888,22/12/2021,31000,64700,0,2,0,55,,1,,20000,,2,1,208,06/01/2022
6889,26/10/2023,71000,162700,0,1,1,68,52,0,0,10025,9975,2,0,75,
6890,14/08/2024,326000,599200,0,1,0,49,,0,,50648,,3,,82,19/08/2024
6891,13/06/2023,76000,121400,0,1,0,52,,0,,20000,,2,2,188,
6892,16/04/2022,166000,219900,2,2,0,19,,1,,20000,,2,0,184,02/06/2022
6893,26/08/2022,280000,507500,0,2,1,23,51,0,1,24549,18999,2,0,48,
6894,06/03/2022,251000,450700,0,0,1,69,24,0,1,25419,13600,2,1,90,
6895,01/12/2023,56000,88600,0,1,0,23,,1,,20000,,2,0,233,
6896,18/02/2022,145000,258900,0,2,0,45,,1,,27756,,3,1,82,
6897,01/08/2023,102000,181100,0,1,0,23,,0,,20000,,3,0,77,
6898,26/04/2022,405000,597700,0,2,0,49,,1,,50846,,2,0,,22/05/2022
6899,17/04/2022,188000,295700,3,2,1,61,39,0,1,16189,11794,3,1,224,
6900,07/04/2022,168000,214000,0,1,1,61,58,0,1,22067,6426,1,0,51,
6901,01/01/2023,270000,379700,0,2,1,42,18,0,1,21289,11786,2,2,174,
6902,28/01/2024,606000,925300,0,1,1,38,40,0,1,40774,42395,3,0,82,14/02/2024
6903,15/06/2022,309000,476800,2,0,1,75,35,1,0,19976,12935,2,0,70,
6904,11/08/2023,128000,208200,0,2,0,47,,1,,20000,,1,0,189,
6905,11/03/2022,77000,99300,0,1,1,36,39,0,1,7428,12572,2,0,9,
6906,05/10/2023,166000,273400,0,1,0,48,,1,,20494,,3,2,0,
6907,09/05/2022,597000,683200,0,,0,41,,1,,102621,,2,0,202,
6908,29/12/2022,166000,268800,0,,0,40,,0,,23178,,2,0,208,
6909,20/07/2023,153000,205100,0,1,0,49,,0,,35954,,2,0,54,15/08/2023
6910,08/09/2023,35000,67500,0,1,0,33,,1,,20000,,2,,13,20/09/2023
6911,14/04/2024,115000,247200,0,1,0,62,,0,,20000,,3,1,13,
6912,31/08/2022,65000,75500,0,0,1,22,62,1,0,10893,9107,2,0,12,
6913,18/05/2024,160000,273500,0,2,1,46,41,0,1,18553,13702,3,1,47,
6914,20/01/2024,185000,209500,1,1,1,64,63,0,1,12327,7673,1,0,83,
6915,08/08/2022,165000,265200,0,1,1,51,33,1,0,9943,10057,2,0,83,04/09/2022
6916,21/03/2024,99000,149500,0,1,0,35,,1,,20000,,2,0,11,
6917,29/12/2022,76000,165400,0,2,0,29,,1,,20000,,3,2,,
6918,23/03/2024,102000,165600,0,1,0,47,,1,,20000,,2,0,84,29/04/2024
6919,21/03/2024,221000,388700,2,1,0,41,,0,,31736,,3,0,175,23/04/2024
6920,19/08/2023,75000,140400,0,1,1,45,49,1,0,7776,12224,2,0,10,08/09/2023
6921,24/03/2022,113000,195400,0,1,0,36,,1,,20000,,2,0,17,
6922,26/04/2023,124000,134700,0,1,0,45,,0,,20000,,2,2,75,
6923,23/03/2022,228000,483700,0,1,1,47,61,1,0,37020,17625,3,0,77,
6924,13/08/2022,149000,234600,0,1,0,37,,1,,20978,,3,0,75,
6925,11/11/2023,1037000,1389500,0,2,1,60,28,1,0,53506,52102,2,0,84,02/01/2024
6926,16/08/2024,295000,552600,0,2,0,47,,0,,58636,,3,0,12,
6927,14/08/2024,354000,632200,0,2,0,62,,0,,59332,,3,0,86,
6928,14/02/2024,158000,303100,0,1,0,48,,1,,26896,,2,0,88,
6929,02/12/2021,175000,262200,0,2,1,57,71,0,0,13275,6725,2,1,47,
6930,09/02/2024,157000,217900,0,1,0,36,,0,,20000,,2,0,94,19/03/2024
6931,05/05/2024,499000,837000,0,2,1,23,72,0,1,42694,21843,2,0,34,
6932,05/09/2021,162000,293600,0,1,0,47,,0,,24352,,2,0,174,28/09/2021
6933,08/07/2022,99000,118700,1,1,0,51,,0,,20000,,2,0,58,
6934,07/08/2023,170000,287200,0,2,0,58,,0,,23500,,2,2,153,
6935,19/11/2022,304000,504700,0,,1,40,18,1,0,8360,37585,3,2,75,
6936,01/06/2023,108000,182700,0,1,0,69,,1,,20000,,2,2,228,25/06/2023
6937,12/06/2024,122000,337100,0,2,0,61,,1,,26916,,2,0,80,
6938,24/09/2022,288000,390900,0,1,1,45,51,1,0,22377,14394,2,0,169,17/11/2022
6939,02/06/2023,209000,359000,0,1,1,36,46,1,0,13023,17385,3,1,80,12/06/2023
6940,20/11/2022,417000,575500,0,2,1,36,50,0,1,29838,12520,2,0,39,
6941,07/06/2023,140000,212600,0,2,0,25,,0,,20000,,1,0,86,
6942,23/07/2023,105000,204900,0,1,0,44,,0,,20000,,1,0,11,03/08/2023
6943,29/06/2023,528000,809600,0,1,0,67,,1,,79741,,3,1,83,30/07/2023
6944,20/02/2024,57000,81700,0,1,0,43,,0,,20000,,2,0,219,
6945,16/08/2023,145000,199300,0,1,0,54,,0,,20000,,2,0,12,
6946,10/09/2023,500000,739600,0,1,0,18,,0,,66714,,3,0,83,12/10/2023
6947,14/06/2023,286000,480200,0,1,1,50,43,0,1,16259,22169,2,0,48,
6948,02/09/2022,167000,210500,0,1,1,59,58,1,1,12693,7307,2,1,246,
6949,19/09/2021,139000,202600,0,1,0,32,,0,,20041,,1,0,6,
6950,29/12/2022,158000,216100,0,1,1,54,60,1,0,9803,10197,1,0,90,25/02/2023
6951,19/09/2021,158000,205100,0,2,0,44,,0,,20000,,,1,8,17/10/2021
6952,07/01/2024,113000,213300,0,0,1,22,39,1,0,11622,11987,3,0,60,
6953,10/07/2024,138000,197600,2,2,0,65,,1,,21072,,0,0,88,
6954,27/12/2023,155000,203700,0,1,1,45,66,0,1,14462,9607,2,0,60,
6955,27/04/2022,89000,199700,0,2,1,39,55,1,0,5155,14845,3,0,82,
6956,09/08/2023,232000,358200,0,1,0,75,,0,,35138,,2,0,167,
6957,11/09/2021,56000,85800,0,1,1,53,63,0,1,10271,9729,2,1,5,
6958,07/08/2022,473000,705100,0,1,0,40,,1,,56114,,3,0,19,
6959,23/08/2024,241000,473900,0,2,1,46,59,1,0,25101,14885,2,0,207,
6960,09/02/2023,55000,85000,3,1,0,27,,1,,20000,,2,0,0,
6961,26/02/2024,60000,127000,0,1,0,49,,0,,20000,,3,0,175,
6962,10/03/2022,88000,158100,0,,0,43,,1,,20000,,3,2,201,
6963,01/11/2023,130000,201200,3,1,1,28,35,1,1,10087,9913,2,2,95,
6964,06/01/2024,129000,189100,2,1,0,75,,0,,20000,,2,0,83,12/02/2024
6965,24/10/2022,95000,182900,0,1,0,48,,0,,20000,,3,0,58,
6966,19/09/2021,45000,132000,0,2,0,37,,0,,20000,,2,0,33,
6967,19/12/2023,74000,129800,0,,1,36,42,1,0,7700,12300,2,0,53,
6968,20/05/2023,98000,185900,0,1,1,63,45,0,1,7078,12922,2,0,83,
6969,19/08/2023,164000,250000,0,0,0,66,,0,,20000,,2,0,211,23/09/2023
6970,17/05/2022,237000,310700,0,2,0,40,,1,,31955,,3,0,86,08/06/2022
6971,29/09/2022,126000,176000,0,1,0,49,,0,,20000,,2,0,20,24/10/2022
6972,31/01/2022,155000,358800,0,0,1,29,49,0,1,11760,22736,2,0,215,27/02/2022
6973,19/01/2022,396000,641400,0,2,0,75,,0,,45225,,3,,80,
6974,28/04/2024,319000,403000,0,0,0,27,,1,,44706,,,0,58,13/06/2024
6975,24/08/2024,94000,170800,0,1,0,64,,0,,20000,,2,2,10,
6976,05/09/2022,580000,1486400,0,1,1,63,36,1,0,73487,90930,2,1,11,
6977,22/11/2022,103000,355500,0,2,0,68,,1,,32051,,,0,39,07/12/2022
6978,08/09/2021,230000,357600,0,1,1,47,28,0,1,33112,6401,3,1,57,
6979,19/02/2024,54000,85500,1,1,1,55,43,0,1,18783,1217,2,0,93,05/03/2024
6980,23/03/2023,143000,207700,0,1,0,56,,0,,20000,,1,0,236,
6981,29/04/2022,291000,622000,,1,0,47,,0,,68118,,2,0,74,
6982,20/01/2022,137000,255300,2,2,0,38,,0,,28060,,2,1,96,
6983,16/11/2021,201000,328900,0,2,0,29,,1,,23374,,2,2,91,21/12/2021
6984,11/11/2022,291000,449700,0,1,1,73,61,1,0,15583,22993,2,0,18,15/12/2022
6985,08/05/2023,19000,37100,0,1,1,39,41,1,0,9366,10634,2,0,9,
6986,24/11/2021,107000,208600,0,1,1,47,37,0,1,12544,7843,1,0,73,01/12/2021
6987,09/03/2023,340000,551600,0,2,0,23,,0,,41032,,2,0,74,
6988,26/03/2022,103000,207000,3,2,0,58,,1,,20000,,2,,217,
6989,14/03/2023,172000,227300,0,2,0,29,,1,,20000,,2,0,49,14/04/2023
6990,10/02/2024,65000,117100,,1,0,57,,1,,20000,,2,0,,
6991,17/12/2023,125000,166000,0,0,0,42,,1,,20000,,2,0,222,16/02/2024
6992,08/03/2023,128000,170400,1,1,0,42,,1,,20000,,3,0,79,
6993,04/09/2023,267000,413300,0,1,0,26,,1,,68791,,2,0,246,
6994,28/02/2023,275000,429000,2,1,1,69,58,1,0,28240,5926,2,0,228,25/03/2023
6995,02/05/2023,335000,898500,0,2,0,57,,1,,75772,,3,0,13,
6996,11/11/2021,171000,254000,2,0,0,55,,0,,23843,,2,0,210,
6997,08/05/2024,272000,375000,0,2,0,49,,0,,30553,,3,0,0,17/05/2024
6998,07/01/2022,62000,118600,0,2,0,18,,0,,20000,,2,0,187,
6999,05/07/2024,106000,130300,0,1,0,27,,1,,20000,,2,0,70,30/07/2024
7000,28/08/2024,41000,81900,2,1,0,39,,0,,20000,,2,1,74,
7001,12/04/2024,364000,529700,0,,0,33,,0,,48162,,2,0,191,
7002,17/08/2022,102000,175200,0,1,0,56,,1,,20000,,2,0,199,
7003,11/12/2023,126000,196000,0,2,1,54,31,0,1,12093,7907,0,0,35,
7004,12/08/2022,141000,191100,,2,1,65,18,0,0,12485,7515,0,1,78,
7005,17/07/2023,143000,197900,0,1,0,44,,1,,20000,,1,1,,07/08/2023
7006,31/07/2022,94000,193700,0,1,1,43,46,0,1,6364,13636,0,,,
7007,28/05/2024,434000,562000,0,2,1,60,48,1,0,9778,37468,3,0,62,26/07/2024
7008,05/06/2022,93000,206900,2,1,1,49,66,0,0,9771,10229,2,1,31,
7009,06/04/2024,293000,572100,,0,0,54,,1,,52534,,2,0,194,
7010,04/09/2021,57000,72600,0,1,1,40,53,1,0,10161,9839,2,0,215,
7011,12/09/2022,310000,516900,3,1,0,60,,0,,52123,,,1,36,
7012,28/06/2023,106000,195900,0,0,1,33,52,0,0,15169,4831,0,2,79,
7013,14/08/2022,1010000,1356800,1,2,1,18,21,1,0,45029,63183,3,0,7,
7014,28/08/2022,122000,216800,0,1,0,24,,1,,27861,,2,2,256,
7015,27/08/2024,176000,425100,0,1,0,31,,1,,46423,,2,0,57,
7016,11/05/2022,127000,194500,0,1,1,37,64,0,1,8618,11382,2,,17,
7017,30/05/2024,891000,1261300,0,1,0,57,,0,,105152,,3,1,92,
7018,28/03/2023,335000,459400,0,1,1,54,42,1,0,18569,17696,2,0,183,
7019,13/08/2023,75000,135200,0,1,0,44,,1,,20000,,2,0,49,
7020,16/08/2023,91000,148900,0,1,0,25,,1,,20000,,2,0,26,
7021,14/07/2023,61000,120100,0,1,1,52,62,1,1,13217,6783,2,0,59,
7022,16/08/2023,61000,92200,0,2,1,52,29,0,1,6460,13540,2,1,74,
7023,10/08/2023,204000,522900,3,0,1,50,57,0,1,19948,40805,2,2,51,27/08/2023
7024,09/07/2022,199000,321100,3,2,0,36,,1,,33211,,2,2,55,19/08/2022
7025,17/04/2022,96000,175700,0,2,1,18,18,0,1,17110,7987,2,0,54,
7026,21/08/2023,115000,219800,,1,0,55,,1,,20927,,3,,193,
7027,09/08/2024,96000,169200,0,2,0,41,,0,,20000,,,1,264,
7028,08/11/2021,149000,371600,0,,0,26,,0,,34571,,3,0,70,
7029,17/08/2022,221000,301000,0,1,0,57,,1,,24211,,3,0,77,
7030,13/10/2022,101000,217300,0,0,1,29,37,0,0,20193,7948,1,0,81,02/11/2022
7031,18/08/2022,77000,125900,0,1,0,39,,1,,20000,,,1,31,
7032,11/09/2022,123000,150300,,2,0,28,,1,,20000,,2,0,177,
7033,27/10/2022,138000,197800,0,1,0,35,,0,,20000,,0,2,231,
7034,23/03/2024,91000,164600,0,1,0,55,,0,,20000,,3,0,3,13/04/2024
7035,24/06/2024,172000,233900,2,2,1,75,53,1,0,10405,14697,2,,235,
7036,02/02/2024,446000,833700,3,1,1,28,57,1,0,64263,37247,3,1,91,
7037,28/08/2024,39000,59600,0,1,1,18,35,1,0,10682,9318,2,0,80,
7038,07/08/2023,191000,364000,0,0,0,58,,0,,43303,,3,0,13,
7039,22/06/2022,195000,321200,0,1,0,58,,1,,27501,,2,0,11,31/07/2022
7040,25/01/2022,92000,170700,0,2,0,23,,0,,20000,,2,0,240,
7041,19/12/2023,112000,210400,0,1,1,46,42,1,0,6427,13573,1,2,210,
7042,23/01/2024,68000,127600,1,2,0,62,,0,,20000,,3,0,75,
7043,23/11/2022,549000,955400,0,1,1,18,18,0,1,32434,49167,3,0,219,
7044,17/08/2023,129000,175800,0,1,1,25,44,0,0,16188,3812,2,0,9,08/09/2023
7045,20/01/2023,90000,145000,2,1,0,44,,0,,20000,,3,0,15,
7046,11/02/2024,530000,678700,0,2,0,46,,0,,67416,,3,1,60,05/03/2024
7047,18/04/2022,168000,227100,2,2,0,37,,0,,34183,,2,1,18,
7048,10/10/2021,173000,201100,0,1,1,40,51,1,0,5941,14059,2,0,54,
7049,08/03/2022,41000,81900,0,1,0,35,,1,,20000,,2,0,175,
7050,04/07/2023,341000,698200,0,0,0,55,,1,,54165,,2,,84,
7051,05/04/2022,165000,206200,0,2,0,53,,1,,20000,,1,0,81,14/05/2022
7052,15/04/2023,45000,80500,0,0,0,63,,1,,20000,,2,0,50,
7053,09/08/2023,143000,239700,1,0,1,35,35,0,1,10109,13373,2,1,,
7054,14/03/2024,128000,225100,0,,1,65,54,0,1,9781,13447,2,0,18,
7055,05/06/2023,35000,56100,0,2,1,43,23,0,0,16067,3933,2,0,6,24/06/2023
7056,30/01/2022,227000,408900,0,1,0,18,,1,,40679,,2,,39,
7057,10/04/2024,115000,187400,0,2,0,38,,1,,20000,,0,2,84,
7058,28/08/2022,220000,459600,0,2,1,54,29,1,1,13109,18850,2,1,75,
7059,08/12/2023,166000,204800,0,1,0,52,,0,,20008,,1,0,19,
7060,23/08/2022,94000,170500,0,1,1,69,24,0,1,10177,9823,2,0,171,
7061,16/05/2022,32000,103100,0,0,0,75,,1,,20000,,2,0,8,20/05/2022
7062,17/08/2022,29000,48100,0,1,0,57,,0,,20000,,2,0,88,27/08/2022
7063,16/09/2022,495000,753100,0,1,1,54,35,0,1,36495,24744,2,0,6,18/10/2022
7064,24/03/2023,112000,203000,0,1,1,43,18,0,1,9690,10310,0,0,212,
7065,08/12/2021,30000,64200,0,2,1,62,68,1,0,8137,11863,,0,17,
7066,27/06/2023,341000,486300,1,1,1,24,42,0,1,18667,30152,2,0,12,16/07/2023
7067,11/01/2022,121000,224700,0,2,1,59,35,0,1,8089,11911,2,1,86,22/02/2022
7068,18/12/2021,47000,66600,0,1,0,62,,1,,20000,,2,0,72,19/01/2022
7069,16/10/2021,282000,449100,0,2,1,55,69,0,1,16186,23223,2,0,9,
7070,14/08/2022,102000,164800,0,0,1,38,64,1,0,8482,11518,3,0,34,
7071,16/02/2022,82000,152300,0,1,0,50,,0,,20000,,2,2,224,
7072,25/08/2023,90000,205500,0,1,1,56,59,0,1,12901,7099,1,1,240,
7073,05/07/2022,140000,186700,0,1,0,66,,0,,20000,,2,0,15,03/08/2022
7074,07/03/2023,122000,194900,0,2,0,37,,0,,20000,,2,0,35,
7075,17/09/2022,139000,201600,0,1,1,54,18,1,0,12059,7941,2,0,188,
7076,31/01/2024,133000,227000,0,1,0,48,,1,,20000,,2,2,84,
7077,12/02/2023,38000,46600,2,1,1,53,46,0,1,7336,12664,2,0,63,
7078,11/08/2023,86000,145900,0,1,1,61,49,1,0,10279,9721,2,2,56,
7079,27/03/2022,66000,106800,,1,0,65,,1,,20000,,2,0,55,
7080,09/09/2022,457000,703300,0,2,1,49,29,0,1,37874,15125,2,1,82,
7081,24/04/2022,59000,120800,0,2,1,57,18,1,0,10444,9556,2,0,83,
7082,22/01/2023,263000,409000,3,2,0,30,,0,,34166,,2,1,11,
7083,11/11/2022,137000,199000,0,2,1,66,18,1,0,9702,10298,1,1,34,04/12/2022
7084,27/09/2021,470000,621800,1,0,1,22,54,1,0,37547,15800,2,0,220,
7085,12/04/2023,112000,167400,0,1,0,66,,0,,20000,,2,1,69,
7086,28/08/2024,94000,202000,0,1,0,43,,0,,22267,,1,0,89,
7087,11/05/2022,145000,270200,,1,1,70,35,1,0,11322,15802,2,2,220,05/06/2022
7088,10/10/2022,127000,277500,0,2,0,52,,0,,20000,,2,0,83,
7089,26/03/2024,117000,219100,0,1,1,23,75,1,0,6528,15027,2,1,13,
7090,07/09/2022,81000,158000,0,1,1,53,23,0,1,7044,12956,2,1,77,
7091,09/11/2021,153000,203500,0,2,0,33,,1,,20000,,2,,198,
7092,29/05/2022,103000,193000,0,2,1,39,48,0,1,2406,17594,0,0,55,
7093,07/10/2021,110000,175800,0,1,0,47,,1,,20000,,3,0,17,17/10/2021
7094,06/03/2022,46000,86600,1,1,1,34,27,1,0,7015,12985,2,0,78,
7095,24/09/2022,102000,138600,0,1,1,59,30,0,1,10746,9254,2,0,59,
7096,05/08/2023,62000,121600,0,2,1,60,70,1,0,10303,9697,2,2,70,
7097,06/01/2024,153000,202900,0,1,0,18,,1,,20000,,1,0,60,01/02/2024
7098,18/04/2024,129000,208400,0,1,0,48,,0,,24144,,3,0,12,
7099,03/06/2024,80000,170200,0,1,1,30,47,0,1,25186,1743,2,1,52,
7100,25/08/2022,122000,185600,0,1,1,42,55,1,0,8609,11391,2,0,84,
7101,05/05/2023,217000,285600,0,1,1,27,50,1,0,5097,14903,2,0,6,
7102,21/06/2023,331000,545700,0,1,1,40,47,1,0,47616,17370,3,0,182,06/07/2023
7103,28/01/2023,209000,319200,0,0,1,61,50,0,1,16958,10004,2,2,220,
7104,25/12/2023,64000,85600,0,2,0,42,,0,,20000,,2,0,8,09/02/2024
7105,26/06/2023,152000,245000,0,1,0,56,,1,,21489,,2,0,80,
7106,31/08/2023,51000,102800,2,1,0,28,,1,,20000,,3,1,72,18/09/2023
7107,25/08/2023,207000,556100,0,,1,40,46,1,0,27617,21861,2,0,148,
7108,10/05/2023,268000,408400,,2,0,25,,1,,41460,,3,0,14,18/05/2023
7109,18/08/2023,78000,136600,0,1,0,50,,0,,20000,,2,0,61,
7110,29/06/2023,342000,454600,,2,0,73,,1,,55348,,2,0,202,06/08/2023
7111,07/11/2023,407000,497400,0,1,0,20,,1,,30080,,2,0,84,
7112,17/05/2022,98000,122900,0,1,1,38,18,1,0,10439,9561,2,0,92,
7113,02/01/2024,161000,331400,0,1,0,32,,1,,26903,,2,0,37,
7114,01/09/2022,115000,159900,,1,0,39,,0,,20000,,2,0,15,
7115,06/04/2023,124000,196300,0,2,1,61,49,1,0,6399,13601,0,0,30,
7116,08/03/2022,149000,211700,0,2,0,62,,0,,23838,,1,0,44,26/03/2022
7117,11/10/2021,105000,170500,0,1,0,18,,0,,20000,,2,0,14,
7118,28/04/2023,205000,306600,0,1,0,33,,1,,21765,,2,0,17,
7119,18/03/2022,88000,173800,0,1,0,68,,1,,20000,,2,1,176,
7120,14/04/2023,117000,166000,0,1,1,34,50,0,1,16246,3754,2,0,59,01/05/2023
7121,10/08/2023,149000,224700,0,1,0,54,,1,,20247,,2,0,16,30/08/2023
7122,08/10/2022,90000,146600,0,1,1,34,35,0,1,14701,5299,2,0,12,
7123,27/12/2022,124000,196100,0,1,0,45,,0,,20000,,3,0,14,
7124,08/04/2023,241000,412000,0,0,0,56,,1,,47042,,2,1,37,22/04/2023
7125,11/08/2023,169000,209700,0,1,0,57,,0,,24327,,2,0,78,07/09/2023
7126,10/10/2021,127000,192400,0,1,0,26,,1,,20000,,0,0,49,
7127,11/09/2023,44000,137100,0,2,1,53,18,1,0,7540,12460,2,,54,
7128,25/09/2021,133000,202000,0,2,0,35,,0,,20462,,2,1,54,
7129,26/08/2024,131000,262800,0,1,0,40,,1,,26096,,2,0,7,
7130,04/05/2023,175000,265100,1,1,0,48,,1,,26219,,3,0,91,
7131,09/07/2024,97000,195600,0,2,0,43,,1,,24883,,2,0,46,27/07/2024
7132,16/04/2024,91000,150500,0,,1,30,55,1,0,9393,10652,2,0,67,18/05/2024
7133,23/02/2023,383000,684500,0,1,0,72,,1,,61373,,,0,86,25/03/2023
7134,29/06/2022,871000,1356600,0,2,0,58,,1,,116383,,2,0,51,
7135,13/04/2023,107000,226400,0,1,1,29,18,0,1,10485,17332,2,,92,25/04/2023
7136,07/08/2023,165000,208900,0,1,0,54,,1,,20000,,2,0,4,16/09/2023
7137,03/03/2022,612000,939600,0,2,0,18,,0,,118147,,2,0,82,
7138,19/10/2023,121000,204600,0,2,0,47,,1,,20000,,2,0,81,
7139,13/07/2024,63000,94800,0,2,1,36,50,0,1,7204,12796,2,0,91,
7140,21/06/2023,83000,129100,0,1,1,57,44,0,1,9599,10401,2,2,10,
7141,30/08/2023,287000,382700,0,1,0,57,,0,,33839,,2,0,7,
7142,05/09/2022,160000,199000,0,1,0,42,,1,,27350,,0,,78,
7143,26/02/2023,240000,409600,0,,0,50,,1,,47968,,2,0,13,
7144,29/03/2023,232000,404800,0,2,1,33,34,0,1,13467,16481,2,0,119,
7145,08/10/2021,333000,585300,0,2,0,53,,0,,57245,,2,1,102,
7146,05/03/2024,98000,204000,0,1,0,61,,1,,21225,,1,0,40,
7147,03/03/2024,267000,469900,0,2,1,26,29,1,0,32677,16767,2,0,74,
7148,01/03/2024,192000,303300,0,1,0,42,,0,,30180,,2,1,202,
7149,09/06/2023,76000,121900,0,1,0,44,,1,,20000,,2,0,81,
7150,01/06/2024,173000,237300,,0,0,43,,1,,33798,,2,0,223,02/07/2024
7151,30/08/2022,48000,112500,0,1,1,67,39,0,1,6362,13638,2,0,41,
7152,18/04/2024,264000,338100,0,1,1,58,26,0,1,13893,12180,3,0,202,
7153,25/05/2024,120000,200400,0,1,0,27,,0,,20000,,0,,13,10/06/2024
7154,14/01/2022,167000,323400,0,1,1,48,55,0,1,10678,15225,3,2,14,
7155,28/07/2022,477000,523700,2,1,1,36,30,1,0,18337,22128,3,1,239,
7156,31/01/2023,98000,172800,0,1,0,28,,0,,20000,,,0,196,06/02/2023
7157,09/02/2023,48000,70600,0,1,0,52,,1,,20000,,2,0,17,
7158,12/03/2024,232000,299400,0,1,0,39,,1,,31747,,2,1,9,
7159,01/03/2023,118000,184400,2,1,0,39,,0,,20000,,,1,56,
7160,24/08/2023,199000,281200,0,1,0,61,,0,,24717,,3,2,83,
7161,27/03/2024,574000,846000,0,,0,40,,0,,58354,,2,0,31,
7162,14/12/2021,109000,206500,0,1,0,22,,0,,26540,,1,0,84,
7163,09/08/2023,376000,511400,0,0,1,41,66,1,0,30138,2984,2,0,54,16/09/2023
7164,10/06/2023,95000,130700,0,1,0,30,,0,,20000,,2,0,10,
7165,03/10/2021,216000,247000,0,2,0,51,,0,,23642,,2,2,86,
7166,31/05/2024,27000,37300,0,1,1,18,52,1,0,10805,9195,2,0,11,04/07/2024
7167,12/04/2023,174000,239900,0,0,0,43,,0,,22759,,2,0,51,06/05/2023
7168,06/09/2023,144000,220700,0,1,1,41,36,1,0,8655,11993,2,0,74,24/09/2023
7169,11/07/2022,229000,489900,0,2,1,67,54,1,1,25612,27745,3,1,18,
7170,20/04/2023,118000,195500,1,2,0,29,,1,,20000,,0,0,12,
7171,08/10/2022,290000,372800,0,1,0,43,,1,,25668,,2,0,208,
